,NN_model_output.net.result,Round Value,validate_df...24.,Forecasting Result,,,,,
26484,0.488782578,0,0,1,,,,,
27805,0.488361678,0,1,0,,,,,
26893,0.487826589,0,0,1,,,,,
29170,0.48726869,0,1,0,,,,,
26109,0.486570212,0,1,0,,,,,
28599,0.485600439,0,0,1,,,,,
28352,0.485134772,0,0,1,,,,,
29158,0.484937766,0,0,1,,,,,
28016,0.4847422,0,1,0,,,,,
27522,0.484583619,0,0,1,,,,,
28060,0.483441294,0,1,0,,,,,
24229,0.482230299,0,1,0,,,,,
29708,0.481978371,0,0,1,,,,,
26134,0.481407655,0,1,0,,,,,
24367,0.480799602,0,0,1,,,,,
28205,0.480520348,0,1,0,,,,,
27254,0.48024335,0,1,0,,,,,
24794,0.47964015,0,1,0,,,,,
27843,0.478896946,0,0,1,,,,,
24500,0.478582692,0,0,1,,,,,
24299,0.477578387,0,0,1,,,,,
27006,0.477501313,0,1,0,,,,,
26884,0.476516197,0,1,0,,,,,
25839,0.475209582,0,1,0,,,,,
25183,0.474855757,0,1,0,,,,,
29982,0.474191953,0,0,1,,,,,
28003,0.473939774,0,0,1,,,,,
27428,0.473788557,0,1,0,,,,,
25224,0.473575741,0,0,1,,,,,
27458,0.473267626,0,1,0,,,,,
24782,0.47308989,0,1,0,,,,,
29906,0.472475775,0,1,0,,,,,
24753,0.472292881,0,1,0,,,,,
29106,0.471942113,0,1,0,,,,,
26930,0.47149016,0,1,0,,,,,
28972,0.471194174,0,0,1,,,,,
26521,0.471015724,0,1,0,,,,,
24023,0.47020441,0,0,1,,,,,
29542,0.469730496,0,0,1,,,,,
29235,0.469639644,0,1,0,,,,,
29085,0.467836006,0,1,0,,,,,
27824,0.467468702,0,1,0,,,,,
26690,0.467322484,0,1,0,,,,,
28270,0.466716428,0,1,0,,,,,
24083,0.465275171,0,0,1,,,,,
24258,0.465140085,0,1,0,,,,,
24318,0.465049099,0,0,1,,,,,
29348,0.464097592,0,0,1,,,,,
27697,0.464011324,0,1,0,,,,,
25987,0.463756738,0,0,1,,,,,
26382,0.463661865,0,0,1,,,,,
25831,0.463325891,0,1,0,,,,,
26823,0.463325828,0,0,1,,,,,
27700,0.463155306,0,0,1,,,,,
24441,0.462894637,0,0,1,,,,,
24673,0.462240636,0,1,0,,,,,
24215,0.461871448,0,0,1,,,,,
29211,0.461098428,0,1,0,,,,,
27117,0.460986052,0,0,1,,,,,
24963,0.46034081,0,1,0,,,,,
29215,0.460211155,0,1,0,,,,,
25227,0.460019507,0,0,1,,,,,
26165,0.459951623,0,1,0,,,,,
26458,0.459929979,0,0,1,,,,,
24395,0.45863013,0,1,0,,,,,
24760,0.458625179,0,1,0,,,,,
28427,0.458410245,0,0,1,,,,,
24935,0.458399487,0,0,1,,,,,
29003,0.45807217,0,1,0,,,,,
29688,0.457460461,0,1,0,,,,,
29196,0.457455094,0,0,1,,,,,
27282,0.457203291,0,0,1,,,,,
24484,0.456916084,0,1,0,,,,,
24665,0.456345438,0,1,0,,,,,
28215,0.456166527,0,0,1,,,,,
27340,0.455892589,0,0,1,,,,,
29668,0.455589265,0,1,0,,,,,
24200,0.455553637,0,1,0,,,,,
24799,0.455444504,0,0,1,,,,,
28019,0.454869067,0,1,0,,,,,
28345,0.454410179,0,0,1,,,,,
25676,0.454370973,0,0,1,,,,,
29620,0.453402157,0,1,0,,,,,
29075,0.451382877,0,1,0,,,,,
29437,0.450971602,0,1,0,,,,,
28840,0.450655383,0,1,0,,,,,
26476,0.450554263,0,1,0,,,,,
25138,0.450353378,0,0,1,,,,,
29171,0.449591872,0,1,0,,,,,
27938,0.44953442,0,1,0,,,,,
25191,0.449465221,0,1,0,,,,,
27534,0.448880308,0,1,0,,,,,
26880,0.448374827,0,0,1,,,,,
27247,0.447931485,0,0,1,,,,,
29274,0.4477762,0,0,1,,,,,
28807,0.446825176,0,1,0,,,,,
25632,0.44662865,0,0,1,,,,,
25330,0.445939768,0,1,0,,,,,
26979,0.44571145,0,0,1,,,,,
24193,0.445311866,0,1,0,,,,,
25146,0.444592603,0,1,0,,,,,
28720,0.44399073,0,1,0,,,,,
29923,0.442059479,0,0,1,,,,,
24618,0.441965787,0,1,0,,,,,
24249,0.441711658,0,1,0,,,,,
25553,0.440885465,0,1,0,,,,,
26849,0.44076792,0,0,1,,,,,
25813,0.43999607,0,0,1,,,,,
29929,0.439905102,0,0,1,,,,,
26083,0.439844838,0,0,1,,,,,
29282,0.439518775,0,1,0,,,,,
29921,0.439380018,0,1,0,,,,,
25484,0.439276552,0,1,0,,,,,
29829,0.439007658,0,1,0,,,,,
27703,0.438978161,0,0,1,,,,,
24705,0.438336531,0,1,0,,,,,
24727,0.438222225,0,1,0,,,,,
26328,0.437516788,0,1,0,,,,,
28676,0.437516392,0,1,0,,,,,
27813,0.436330135,0,1,0,,,,,
27740,0.435482605,0,1,0,,,,,
24362,0.435319987,0,0,1,,,,,
27177,0.43525624,0,0,1,,,,,
24507,0.434894382,0,0,1,,,,,
27628,0.433933909,0,1,0,,,,,
24982,0.433097205,0,0,1,,,,,
24383,0.433006009,0,1,0,,,,,
24715,0.433003669,0,0,1,,,,,
24494,0.43288612,0,0,1,,,,,
28463,0.432712221,0,0,1,,,,,
28999,0.431929187,0,0,1,,,,,
24022,0.431045917,0,0,1,,,,,
29080,0.42991659,0,0,1,,,,,
27972,0.428583468,0,1,0,,,,,
25006,0.428345784,0,0,1,,,,,
26742,0.426785003,0,0,1,,,,,
26854,0.426002728,0,1,0,,,,,
27088,0.425219278,0,0,1,,,,,
24733,0.425196844,0,0,1,,,,,
26716,0.425107143,0,1,0,,,,,
25251,0.424498218,0,0,1,,,,,
29824,0.424317106,0,1,0,,,,,
26919,0.423285065,0,0,1,,,,,
27671,0.423015013,0,1,0,,,,,
26900,0.422698083,0,1,0,,,,,
27334,0.421691093,0,0,1,,,,,
25281,0.421652061,0,0,1,,,,,
27312,0.421508395,0,0,1,,,,,
24517,0.421034021,0,0,1,,,,,
27190,0.42048916,0,1,0,,,,,
28365,0.419541065,0,1,0,,,,,
25388,0.4187041,0,1,0,,,,,
29753,0.41868633,0,0,1,,,,,
29709,0.418542089,0,0,1,,,,,
29974,0.418509146,0,1,0,,,,,
27921,0.418414377,0,0,1,,,,,
28246,0.418213039,0,1,0,,,,,
29276,0.418165709,0,0,1,,,,,
28305,0.417413581,0,0,1,,,,,
28612,0.417405843,0,0,1,,,,,
29449,0.417336691,0,0,1,,,,,
25544,0.416919485,0,1,0,,,,,
24377,0.416639118,0,0,1,,,,,
27443,0.416135069,0,0,1,,,,,
26534,0.41604281,0,1,0,,,,,
27062,0.415941125,0,0,1,,,,,
28834,0.415223724,0,0,1,,,,,
26737,0.415110116,0,1,0,,,,,
24397,0.414666481,0,1,0,,,,,
29755,0.414586748,0,0,1,,,,,
27218,0.41451971,0,1,0,,,,,
28287,0.414233037,0,1,0,,,,,
25957,0.414218739,0,0,1,,,,,
28534,0.41407841,0,1,0,,,,,
29805,0.413544388,0,1,0,,,,,
27495,0.413171717,0,0,1,,,,,
28489,0.413109833,0,1,0,,,,,
29609,0.41266781,0,1,0,,,,,
28082,0.412626056,0,1,0,,,,,
25115,0.412410635,0,1,0,,,,,
24436,0.411692221,0,1,0,,,,,
24561,0.411532197,0,0,1,,,,,
27530,0.411203847,0,0,1,,,,,
29355,0.411157911,0,1,0,,,,,
26994,0.410961324,0,0,1,,,,,
27296,0.410961324,0,1,0,,,,,
27130,0.410587318,0,1,0,,,,,
28591,0.410303221,0,1,0,,,,,
27518,0.410086662,0,0,1,,,,,
29945,0.40988654,0,1,0,,,,,
27889,0.409864343,0,0,1,,,,,
24338,0.408558809,0,0,1,,,,,
25709,0.408340574,0,0,1,,,,,
24667,0.407965007,0,0,1,,,,,
29049,0.407459239,0,0,1,,,,,
29323,0.407425555,0,0,1,,,,,
29562,0.407307164,0,0,1,,,,,
26551,0.40648205,0,1,0,,,,,
29706,0.406475992,0,0,1,,,,,
27105,0.40645117,0,0,1,,,,,
26272,0.406400757,0,0,1,,,,,
25306,0.406267261,0,1,0,,,,,
26952,0.406037672,0,0,1,,,,,
28927,0.405636838,0,1,0,,,,,
27511,0.40477329,0,0,1,,,,,
26762,0.404527457,0,0,1,,,,,
27355,0.403574338,0,1,0,,,,,
28375,0.402957393,0,1,0,,,,,
25303,0.402934421,0,0,1,,,,,
25962,0.402833961,0,0,1,,,,,
24847,0.402158292,0,1,0,,,,,
25809,0.402145878,0,0,1,,,,,
29083,0.401673178,0,0,1,,,,,
24133,0.401327807,0,1,0,,,,,
29637,0.401305596,0,0,1,,,,,
28688,0.40125942,0,0,1,,,,,
29681,0.401001981,0,0,1,,,,,
27879,0.400883555,0,0,1,,,,,
29831,0.400818039,0,1,0,,,,,
27050,0.399349527,0,1,0,,,,,
29776,0.398990028,0,0,1,,,,,
27484,0.398596991,0,0,1,,,,,
28005,0.397145607,0,1,0,,,,,
28097,0.397110987,0,1,0,,,,,
29701,0.39669981,0,1,0,,,,,
27951,0.39666465,0,1,0,,,,,
25090,0.396465486,0,1,0,,,,,
28398,0.3963546,0,0,1,,,,,
29039,0.396273786,0,0,1,,,,,
24872,0.3956505,0,0,1,,,,,
28530,0.394971816,0,1,0,,,,,
24379,0.394896322,0,0,1,,,,,
24056,0.394532607,0,0,1,,,,,
29428,0.394469395,0,1,0,,,,,
27948,0.394441287,0,0,1,,,,,
24123,0.394216745,0,0,1,,,,,
24075,0.393977388,0,0,1,,,,,
29512,0.393802145,0,1,0,,,,,
28207,0.393544471,0,1,0,,,,,
29621,0.393531064,0,0,1,,,,,
24173,0.393018936,0,0,1,,,,,
28697,0.392230909,0,0,1,,,,,
26247,0.391986922,0,1,0,,,,,
24928,0.391860356,0,0,1,,,,,
24608,0.391662946,0,0,1,,,,,
28535,0.391513294,0,1,0,,,,,
24296,0.391507369,0,0,1,,,,,
26113,0.39148281,0,0,1,,,,,
28970,0.391363819,0,0,1,,,,,
24866,0.391237489,0,1,0,,,,,
29340,0.391190022,0,0,1,,,,,
26805,0.391086034,0,0,1,,,,,
24712,0.391084348,0,0,1,,,,,
27185,0.390507317,0,1,0,,,,,
27590,0.390471468,0,1,0,,,,,
28371,0.390188775,0,0,1,,,,,
28986,0.390011383,0,0,1,,,,,
29337,0.390005166,0,0,1,,,,,
24858,0.389736628,0,0,1,,,,,
26634,0.389557968,0,1,0,,,,,
27223,0.389534285,0,1,0,,,,,
28104,0.389293404,0,1,0,,,,,
24114,0.38923216,0,0,1,,,,,
26819,0.389135422,0,1,0,,,,,
29616,0.38852121,0,1,0,,,,,
26555,0.388464435,0,0,1,,,,,
27841,0.388282365,0,0,1,,,,,
28712,0.387667254,0,1,0,,,,,
24545,0.387584455,0,1,0,,,,,
24482,0.387185784,0,1,0,,,,,
29908,0.387143895,0,1,0,,,,,
24879,0.387047261,0,1,0,,,,,
29564,0.386813508,0,0,1,,,,,
24396,0.386584184,0,0,1,,,,,
24043,0.386388576,0,0,1,,,,,
25547,0.386115227,0,0,1,,,,,
28805,0.386076444,0,0,1,,,,,
27655,0.385671459,0,1,0,,,,,
27569,0.385196542,0,0,1,,,,,
26610,0.38480429,0,1,0,,,,,
29517,0.384452587,0,1,0,,,,,
28491,0.384202797,0,1,0,,,,,
27536,0.384093052,0,1,0,,,,,
26266,0.383912521,0,0,1,,,,,
26702,0.383675314,0,0,1,,,,,
25248,0.383627127,0,0,1,,,,,
29034,0.382959815,0,1,0,,,,,
29092,0.381170018,0,1,0,,,,,
27640,0.38075419,0,0,1,,,,,
27197,0.380638951,0,1,0,,,,,
29810,0.380312569,0,1,0,,,,,
25487,0.38027785,0,0,1,,,,,
29948,0.379587084,0,0,1,,,,,
29532,0.379161681,0,1,0,,,,,
24141,0.379115217,0,0,1,,,,,
24411,0.378968305,0,0,1,,,,,
26089,0.378900924,0,0,1,,,,,
24595,0.378862015,0,1,0,,,,,
27021,0.378856392,0,1,0,,,,,
28126,0.378276392,0,0,1,,,,,
28555,0.378015264,0,0,1,,,,,
27456,0.377959448,0,0,1,,,,,
25374,0.377707122,0,1,0,,,,,
24343,0.377668566,0,1,0,,,,,
28186,0.37753241,0,1,0,,,,,
24902,0.377491098,0,0,1,,,,,
27417,0.375647369,0,1,0,,,,,
26323,0.375609411,0,0,1,,,,,
28127,0.374907632,0,1,0,,,,,
26116,0.374106955,0,0,1,,,,,
25154,0.374029092,0,1,0,,,,,
25751,0.373389411,0,1,0,,,,,
24914,0.372916076,0,1,0,,,,,
28974,0.372307462,0,1,0,,,,,
24429,0.371242925,0,0,1,,,,,
29379,0.37102685,0,1,0,,,,,
28155,0.370952965,0,0,1,,,,,
29899,0.370922407,0,0,1,,,,,
26917,0.37008268,0,0,1,,,,,
28479,0.369999352,0,1,0,,,,,
26632,0.369654308,0,0,1,,,,,
24171,0.369371029,0,1,0,,,,,
27519,0.369233487,0,0,1,,,,,
28774,0.369163285,0,0,1,,,,,
28044,0.368117068,0,0,1,,,,,
25620,0.367779231,0,1,0,,,,,
29710,0.367428357,0,1,0,,,,,
28941,0.367263903,0,0,1,,,,,
25778,0.367233221,0,0,1,,,,,
28665,0.367021769,0,0,1,,,,,
27763,0.366856171,0,0,1,,,,,
29433,0.366407807,0,0,1,,,,,
25385,0.365799737,0,1,0,,,,,
27686,0.365725249,0,0,1,,,,,
28557,0.365552619,0,0,1,,,,,
29358,0.365481723,0,0,1,,,,,
27299,0.364679753,0,1,0,,,,,
26371,0.364650698,0,1,0,,,,,
26463,0.364605081,0,0,1,,,,,
28487,0.364335587,0,0,1,,,,,
29931,0.364006159,0,0,1,,,,,
25328,0.362661541,0,0,1,,,,,
24920,0.362036883,0,0,1,,,,,
28765,0.362009138,0,0,1,,,,,
28225,0.361885461,0,0,1,,,,,
29481,0.361810144,0,0,1,,,,,
27653,0.360989368,0,0,1,,,,,
28057,0.360919876,0,0,1,,,,,
28164,0.360556386,0,0,1,,,,,
27470,0.360549095,0,0,1,,,,,
29586,0.360452617,0,1,0,,,,,
24227,0.360145686,0,1,0,,,,,
24927,0.359837483,0,1,0,,,,,
26920,0.359576771,0,1,0,,,,,
25905,0.359500657,0,1,0,,,,,
26944,0.359043496,0,1,0,,,,,
27566,0.358995802,0,0,1,,,,,
24460,0.358740368,0,0,1,,,,,
25682,0.358697766,0,0,1,,,,,
24431,0.358613028,0,0,1,,,,,
24505,0.35839293,0,1,0,,,,,
27814,0.357676498,0,0,1,,,,,
29002,0.357645722,0,1,0,,,,,
27595,0.357172972,0,0,1,,,,,
29259,0.356648905,0,0,1,,,,,
25457,0.35569044,0,0,1,,,,,
27637,0.355667451,0,0,1,,,,,
28056,0.355349684,0,0,1,,,,,
25754,0.355016949,0,0,1,,,,,
27854,0.354455903,0,1,0,,,,,
26538,0.354452251,0,0,1,,,,,
25731,0.354341037,0,0,1,,,,,
29834,0.353999658,0,1,0,,,,,
27659,0.353878993,0,0,1,,,,,
25027,0.353833534,0,0,1,,,,,
27661,0.353651591,0,0,1,,,,,
25261,0.353066833,0,0,1,,,,,
29221,0.352546889,0,0,1,,,,,
28232,0.352533667,0,1,0,,,,,
29788,0.352518091,0,0,1,,,,,
24351,0.35223007,0,1,0,,,,,
27407,0.352070475,0,0,1,,,,,
25156,0.352042092,0,0,1,,,,,
25972,0.35204003,0,0,1,,,,,
29794,0.351892448,0,1,0,,,,,
25008,0.351808899,0,1,0,,,,,
28251,0.351734042,0,0,1,,,,,
27390,0.351661571,0,1,0,,,,,
24984,0.351615346,0,0,1,,,,,
25502,0.351176894,0,0,1,,,,,
29698,0.351067031,0,0,1,,,,,
26929,0.350735795,0,0,1,,,,,
28009,0.350282304,0,0,1,,,,,
27728,0.3502171,0,1,0,,,,,
26776,0.350166442,0,0,1,,,,,
29317,0.350118683,0,0,1,,,,,
24509,0.350008964,0,0,1,,,,,
25181,0.349910394,0,0,1,,,,,
28269,0.349761895,0,0,1,,,,,
24158,0.349455065,0,0,1,,,,,
27848,0.349331315,0,0,1,,,,,
24930,0.349025387,0,0,1,,,,,
27639,0.348571377,0,0,1,,,,,
26491,0.348430073,0,0,1,,,,,
26667,0.348222584,0,0,1,,,,,
29999,0.348051316,0,1,0,,,,,
29870,0.347791391,0,0,1,,,,,
25869,0.347521952,0,0,1,,,,,
26548,0.346883292,0,0,1,,,,,
25985,0.346751255,0,1,0,,,,,
25481,0.34660107,0,1,0,,,,,
26971,0.346591521,0,1,0,,,,,
27543,0.346207871,0,0,1,,,,,
29248,0.346080013,0,1,0,,,,,
24551,0.3459338,0,0,1,,,,,
27455,0.345486005,0,0,1,,,,,
28105,0.345361423,0,0,1,,,,,
24187,0.345244641,0,0,1,,,,,
27705,0.34471159,0,0,1,,,,,
29399,0.344345486,0,0,1,,,,,
28608,0.343933393,0,0,1,,,,,
25045,0.343517148,0,0,1,,,,,
28001,0.343272671,0,1,0,,,,,
29613,0.343262852,0,1,0,,,,,
26402,0.342995359,0,0,1,,,,,
29856,0.342969227,0,0,1,,,,,
24885,0.342569897,0,0,1,,,,,
26354,0.342417344,0,0,1,,,,,
27605,0.342354657,0,0,1,,,,,
29163,0.342089592,0,0,1,,,,,
28762,0.341681631,0,1,0,,,,,
24672,0.341518906,0,0,1,,,,,
27860,0.341447788,0,0,1,,,,,
29712,0.341183338,0,0,1,,,,,
24971,0.341093252,0,0,1,,,,,
28935,0.341088458,0,0,1,,,,,
25454,0.341079797,0,1,0,,,,,
29523,0.339906122,0,0,1,,,,,
25609,0.339883639,0,1,0,,,,,
28859,0.339856026,0,0,1,,,,,
28882,0.339528921,0,0,1,,,,,
29927,0.33943072,0,0,1,,,,,
25528,0.339221911,0,0,1,,,,,
29920,0.339156981,0,1,0,,,,,
29409,0.339123228,0,1,0,,,,,
27007,0.338492265,0,0,1,,,,,
29757,0.338460803,0,0,1,,,,,
27767,0.338159517,0,1,0,,,,,
27057,0.337831039,0,0,1,,,,,
28407,0.337820169,0,0,1,,,,,
26173,0.337722618,0,0,1,,,,,
25354,0.337720143,0,0,1,,,,,
29122,0.33699406,0,0,1,,,,,
24574,0.336941004,0,1,0,,,,,
29018,0.336896012,0,1,0,,,,,
26594,0.336810021,0,0,1,,,,,
29279,0.336791249,0,1,0,,,,,
29115,0.336438164,0,1,0,,,,,
29045,0.336115903,0,1,0,,,,,
27821,0.33533328,0,0,1,,,,,
26965,0.335329306,0,0,1,,,,,
26621,0.334674761,0,1,0,,,,,
27592,0.334412185,0,0,1,,,,,
27545,0.33401038,0,0,1,,,,,
27670,0.333703429,0,0,1,,,,,
26278,0.333596324,0,0,1,,,,,
26002,0.332833707,0,1,0,,,,,
26852,0.332827597,0,0,1,,,,,
26051,0.332640054,0,0,1,,,,,
27963,0.33251439,0,0,1,,,,,
25085,0.331848973,0,0,1,,,,,
26857,0.331667732,0,1,0,,,,,
26838,0.331547272,0,0,1,,,,,
26059,0.330692436,0,1,0,,,,,
25717,0.330452244,0,0,1,,,,,
27433,0.330371668,0,0,1,,,,,
25002,0.330252965,0,1,0,,,,,
27167,0.33019627,0,0,1,,,,,
26791,0.330075972,0,0,1,,,,,
27984,0.329788826,0,1,0,,,,,
27888,0.327608142,0,0,1,,,,,
25011,0.327524338,0,0,1,,,,,
29193,0.327386389,0,1,0,,,,,
28664,0.327254097,0,1,0,,,,,
25556,0.327098921,0,0,1,,,,,
24355,0.327083558,0,0,1,,,,,
27663,0.326949134,0,0,1,,,,,
29566,0.326825501,0,0,1,,,,,
29413,0.326731479,0,0,1,,,,,
26380,0.326728704,0,0,1,,,,,
27830,0.326668002,0,0,1,,,,,
25748,0.326422851,0,0,1,,,,,
28952,0.325808862,0,0,1,,,,,
28364,0.325698945,0,0,1,,,,,
29346,0.325476619,0,1,0,,,,,
26685,0.325441964,0,0,1,,,,,
29342,0.325329246,0,0,1,,,,,
29531,0.325147709,0,0,1,,,,,
24495,0.325132339,0,0,1,,,,,
27369,0.325114161,0,0,1,,,,,
27923,0.325029549,0,1,0,,,,,
26637,0.324778826,0,0,1,,,,,
27199,0.323907938,0,1,0,,,,,
29559,0.323706053,0,0,1,,,,,
25791,0.323608478,0,0,1,,,,,
26740,0.323240691,0,1,0,,,,,
29519,0.323217116,0,1,0,,,,,
24128,0.322862609,0,0,1,,,,,
27151,0.322799107,0,0,1,,,,,
24549,0.322688381,0,0,1,,,,,
24097,0.322335618,0,0,1,,,,,
24948,0.322108081,0,0,1,,,,,
26074,0.32195232,0,0,1,,,,,
27461,0.321726517,0,0,1,,,,,
24519,0.321703195,0,0,1,,,,,
26487,0.32118539,0,1,0,,,,,
26639,0.32109641,0,0,1,,,,,
28934,0.320760409,0,0,1,,,,,
25654,0.320684399,0,0,1,,,,,
28780,0.320684399,0,0,1,,,,,
26183,0.32065586,0,0,1,,,,,
24186,0.320634044,0,1,0,,,,,
26575,0.320452173,0,0,1,,,,,
28208,0.320329021,0,0,1,,,,,
26464,0.320264999,0,1,0,,,,,
29432,0.320138854,0,0,1,,,,,
27464,0.319632198,0,0,1,,,,,
26692,0.31927412,0,0,1,,,,,
29479,0.318988123,0,0,1,,,,,
25845,0.318867862,0,1,0,,,,,
27416,0.318668876,0,1,0,,,,,
29941,0.318457748,0,0,1,,,,,
24853,0.318410161,0,0,1,,,,,
25525,0.317916958,0,0,1,,,,,
28588,0.317846106,0,0,1,,,,,
28138,0.317843282,0,0,1,,,,,
29558,0.317434412,0,1,0,,,,,
26845,0.317310572,0,0,1,,,,,
28040,0.317214682,0,0,1,,,,,
24651,0.316924666,0,0,1,,,,,
28153,0.316837831,0,0,1,,,,,
29375,0.316447644,0,0,1,,,,,
27126,0.316330907,0,0,1,,,,,
26816,0.316063697,0,0,1,,,,,
28236,0.316063289,0,1,0,,,,,
24501,0.316020298,0,0,1,,,,,
24361,0.315310357,0,0,1,,,,,
28492,0.314830422,0,0,1,,,,,
28994,0.313953251,0,1,0,,,,,
24512,0.31342305,0,0,1,,,,,
25753,0.313380452,0,0,1,,,,,
29569,0.313206968,0,0,1,,,,,
24569,0.312719588,0,0,1,,,,,
25378,0.312685368,0,1,0,,,,,
26614,0.312115313,0,0,1,,,,,
28079,0.31179026,0,1,0,,,,,
28703,0.311567522,0,0,1,,,,,
29457,0.311518168,0,0,1,,,,,
26734,0.311411755,0,1,0,,,,,
26588,0.311375953,0,1,0,,,,,
24516,0.311127885,0,0,1,,,,,
26261,0.310949009,0,1,0,,,,,
29910,0.31079571,0,0,1,,,,,
26021,0.310556998,0,0,1,,,,,
28888,0.310538147,0,0,1,,,,,
27582,0.310210707,0,0,1,,,,,
24116,0.310057075,0,0,1,,,,,
29460,0.309505857,0,0,1,,,,,
28229,0.309443834,0,0,1,,,,,
28933,0.309306513,0,1,0,,,,,
26121,0.309298094,0,0,1,,,,,
28921,0.30852918,0,1,0,,,,,
26296,0.308446947,0,0,1,,,,,
29052,0.308355085,0,0,1,,,,,
26250,0.308120153,0,0,1,,,,,
26642,0.308074259,0,0,1,,,,,
29521,0.307986828,0,1,0,,,,,
29733,0.307883442,0,0,1,,,,,
29530,0.307314326,0,0,1,,,,,
28923,0.3072864,0,0,1,,,,,
26500,0.306682854,0,0,1,,,,,
28074,0.3064252,0,1,0,,,,,
29373,0.30641195,0,0,1,,,,,
29125,0.305903333,0,0,1,,,,,
24113,0.305810212,0,0,1,,,,,
25644,0.305339419,0,0,1,,,,,
27093,0.304700963,0,0,1,,,,,
24645,0.3045544,0,0,1,,,,,
25467,0.304483651,0,1,0,,,,,
28408,0.304245559,0,0,1,,,,,
29541,0.304118942,0,1,0,,,,,
25521,0.303997053,0,0,1,,,,,
26345,0.303440286,0,0,1,,,,,
27265,0.30334045,0,0,1,,,,,
24456,0.303033382,0,1,0,,,,,
27962,0.302964046,0,0,1,,,,,
27633,0.302940736,0,0,1,,,,,
27510,0.302615485,0,1,0,,,,,
29922,0.302525784,0,1,0,,,,,
26933,0.302441864,0,1,0,,,,,
25169,0.302290823,0,0,1,,,,,
24938,0.30195972,0,1,0,,,,,
25275,0.301807475,0,0,1,,,,,
28517,0.301283087,0,1,0,,,,,
26111,0.301208607,0,0,1,,,,,
29165,0.300618601,0,0,1,,,,,
29246,0.300523661,0,0,1,,,,,
29273,0.300234117,0,0,1,,,,,
28434,0.299924668,0,1,0,,,,,
27186,0.299877804,0,0,1,,,,,
28580,0.29978055,0,0,1,,,,,
28372,0.299624336,0,0,1,,,,,
24458,0.299599306,0,0,1,,,,,
25078,0.299455316,0,0,1,,,,,
25552,0.299422726,0,0,1,,,,,
28462,0.298593258,0,0,1,,,,,
29453,0.298456173,0,1,0,,,,,
26571,0.298422285,0,0,1,,,,,
26673,0.298393629,0,0,1,,,,,
26335,0.298357769,0,0,1,,,,,
29963,0.298151118,0,0,1,,,,,
29868,0.298150468,0,0,1,,,,,
25491,0.297902941,0,0,1,,,,,
28367,0.297587894,0,1,0,,,,,
24210,0.29738206,0,0,1,,,,,
29247,0.297163884,0,0,1,,,,,
26206,0.297037358,0,0,1,,,,,
25787,0.296874405,0,1,0,,,,,
27756,0.296866294,0,0,1,,,,,
28761,0.296778327,0,0,1,,,,,
29765,0.296741649,0,0,1,,,,,
25961,0.296626817,0,1,0,,,,,
27873,0.296613654,0,0,1,,,,,
27674,0.296443313,0,1,0,,,,,
28827,0.296410986,0,0,1,,,,,
29590,0.296339284,0,0,1,,,,,
29912,0.296240011,0,1,0,,,,,
24207,0.296221432,0,0,1,,,,,
29120,0.296167427,0,0,1,,,,,
28242,0.29603939,0,0,1,,,,,
24339,0.295522755,0,0,1,,,,,
28741,0.29538983,0,0,1,,,,,
28027,0.295313049,0,0,1,,,,,
26212,0.295006527,0,0,1,,,,,
27755,0.294884193,0,1,0,,,,,
28286,0.294744304,0,1,0,,,,,
29020,0.29438926,0,1,0,,,,,
28815,0.293978172,0,0,1,,,,,
28977,0.293770808,0,0,1,,,,,
28358,0.293569108,0,0,1,,,,,
25909,0.293422887,0,0,1,,,,,
26674,0.293292109,0,0,1,,,,,
27001,0.293231588,0,0,1,,,,,
24750,0.29289124,0,0,1,,,,,
25176,0.292822971,0,0,1,,,,,
29303,0.292810905,0,0,1,,,,,
29583,0.292772933,0,0,1,,,,,
24142,0.29260741,0,0,1,,,,,
27027,0.291790981,0,0,1,,,,,
27397,0.291743063,0,0,1,,,,,
27667,0.291696355,0,0,1,,,,,
26256,0.291423248,0,0,1,,,,,
28814,0.290279381,0,0,1,,,,,
25733,0.290266854,0,0,1,,,,,
25973,0.290219603,0,1,0,,,,,
28108,0.290095464,0,0,1,,,,,
24718,0.289695712,0,0,1,,,,,
29514,0.288945216,0,0,1,,,,,
26666,0.288871915,0,0,1,,,,,
27420,0.28874149,0,1,0,,,,,
29007,0.288571446,0,0,1,,,,,
26966,0.288422051,0,1,0,,,,,
27152,0.28839034,0,0,1,,,,,
25804,0.28833323,0,0,1,,,,,
29956,0.287940197,0,0,1,,,,,
29774,0.287862993,0,0,1,,,,,
27794,0.287859955,0,0,1,,,,,
24535,0.28732878,0,1,0,,,,,
29751,0.287304877,0,0,1,,,,,
25838,0.287080704,0,1,0,,,,,
29578,0.286982278,0,1,0,,,,,
28418,0.286948173,0,0,1,,,,,
27289,0.286840742,0,1,0,,,,,
26540,0.286291193,0,0,1,,,,,
27067,0.286046739,0,1,0,,,,,
25310,0.285975009,0,1,0,,,,,
24538,0.285651658,0,0,1,,,,,
27427,0.285512066,0,0,1,,,,,
26658,0.285269251,0,0,1,,,,,
27876,0.285256741,0,1,0,,,,,
27525,0.285121759,0,0,1,,,,,
27929,0.28510082,0,0,1,,,,,
24806,0.284759774,0,0,1,,,,,
28030,0.284569993,0,0,1,,,,,
26519,0.284554778,0,0,1,,,,,
28971,0.284549261,0,0,1,,,,,
29093,0.284543877,0,0,1,,,,,
25882,0.284505118,0,0,1,,,,,
